guidename,runtime,obs,df,sig,assymmetry,i,time,loss 
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,830,1575814664.285988,4.232059068668619
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,840,1575814664.304937,7.122213570722605
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,850,1575814664.3238862,2.5511831283184536
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,860,1575814664.3418386,4.410741574102397
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,870,1575814664.3617854,5.084160081044935
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,880,1575814664.3797376,4.378496890237206
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,890,1575814664.397689,4.737384720442724
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,900,1575814664.415641,7.065477323513997
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,910,1575814664.4355881,3.0504203298909016
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,920,1575814664.4535398,4.397447694570044
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,930,1575814664.4724886,5.230625784996014
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,940,1575814664.4904408,4.676243469045314
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,950,1575814664.5083933,4.429867796340192
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,960,1575814664.5273428,3.77347101966007
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,970,1575814664.5452948,3.7644585548387925
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,980,1575814664.563247,5.672652765992779
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,990,1575814664.5811985,5.205991480834486
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1000,1575814664.599151,4.419221049831975
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1010,1575814664.6190987,4.179377600599935
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1020,1575814664.6370769,4.419929280002662
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1030,1575814664.6559982,3.8800008627675084
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1040,1575814664.6739511,5.261831311928096
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1050,1575814664.6919024,4.148246676636271
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1060,1575814664.7108517,6.091524537914543
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1070,1575814664.7288291,3.4256162152660985
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1080,1575814664.7467556,5.043605638540046
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1090,1575814664.7647076,3.012484124817161
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1100,1575814664.7826595,3.590968368717356
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1110,1575814664.8026063,4.909743058385935
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1120,1575814664.8205583,3.690047961895689
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1130,1575814664.8395083,5.918009789204567
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1140,1575814664.8584569,3.9072851887464437
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1150,1575814664.876409,4.60822924843808
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1160,1575814664.8943624,4.013446150078016
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1170,1575814664.912313,2.533628359319236
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1180,1575814664.9312623,4.040624825471841
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1190,1575814664.9492142,4.586087338566711
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1200,1575814664.9671662,4.7475104083374795
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1210,1575814664.9901047,3.9131750290485146
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1220,1575814665.0080569,3.767223963785823
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1230,1575814665.0270069,4.293503077092379
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1240,1575814665.0449595,5.2196849471342075
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1250,1575814665.0629103,3.5751753447024535
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1260,1575814665.0808623,5.832467553248028
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1270,1575814665.098814,3.66246585853656
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1280,1575814665.1157691,3.3252151584452396
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1290,1575814665.1337209,6.173833426238674
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1300,1575814665.1526701,4.571240596460629
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1310,1575814665.1756094,2.8018346176170223
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1320,1575814665.195556,4.43590530858561
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1330,1575814665.2145052,0.637258176907316
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1340,1575814665.2324567,5.781310385205995
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1350,1575814665.2504086,5.850722565213633
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1360,1575814665.2683606,4.8020505824709545
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1370,1575814665.286313,3.963299560679852
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1380,1575814665.3042648,3.362410628950659
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1390,1575814665.3222167,4.657105047663475
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1400,1575814665.3401687,2.305910042118861
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1410,1575814665.361113,4.021104645418884
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1420,1575814665.3820572,4.343333143817787
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1430,1575814665.4020033,5.1417043296131055
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1440,1575814665.4209526,4.031183156119272
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1450,1575814665.4389045,7.469421349300547
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1460,1575814665.4578538,4.219477174938873
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1470,1575814665.4758058,4.8869684640031394
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1480,1575814665.494756,4.497181644688987
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1490,1575814665.5137048,4.454486627192301
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1500,1575814665.5326538,4.372349578816208
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1510,1575814665.5516033,4.141084681600041
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1520,1575814665.5705526,3.8784402970211223
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1530,1575814665.5885046,3.4217220592082094
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1540,1575814665.6064565,4.111319560920023
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1550,1575814665.625406,3.2945464579753927
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1560,1575814665.6433578,5.091814773269982
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1570,1575814665.6623073,4.466338656574775
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1580,1575814665.6812568,4.37566423801082
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1590,1575814665.6992083,4.456295197151126
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1600,1575814665.7171607,3.6932677658832014
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1610,1575814665.7371078,4.542953509269344
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1620,1575814665.755059,4.1086678208717435
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1630,1575814665.774009,4.481898552846351
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1640,1575814665.792958,3.8186631852380697
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1650,1575814665.81091,5.557474459607285
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1660,1575814665.828862,3.867520871082743
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1670,1575814665.8468137,3.6799509926965
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1680,1575814665.8647664,4.2510408451837085
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1690,1575814665.8827178,4.2312026310474415
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1700,1575814665.9006698,3.671537364058536
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1710,1575814665.9206164,3.927955665521493
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1720,1575814665.939566,5.436024387246693
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1730,1575814665.958515,4.50487945282743
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1740,1575814665.9774654,6.437817342236718
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1750,1575814665.9964137,2.022271221242893
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1760,1575814666.0143657,3.968817426833646
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1770,1575814666.0323174,2.637164984593915
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1780,1575814666.0502696,4.199375178365615
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1790,1575814666.0692186,3.814854526415983
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1800,1575814666.0871708,2.8327015986159956
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1810,1575814666.1071177,4.471450780875551
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1820,1575814666.1260667,4.288178956735836
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1830,1575814666.1450167,5.289545853881281
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1840,1575814666.1629684,4.8317770640546716
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1850,1575814666.1809201,5.690917409545547
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1860,1575814666.1988723,2.70853560021365
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1870,1575814666.2168243,4.432209424243739
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1880,1575814666.2357733,3.6199475519323703
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1890,1575814666.2537262,3.7237920935562077
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1900,1575814666.2716775,4.12837700043167
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1910,1575814666.2916243,4.265751934054645
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1920,1575814666.309576,4.531887525135235
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1930,1575814666.3285258,4.021359309507147
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1940,1575814666.3474753,3.3323803510709045
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1950,1575814666.3664246,2.772856346743305
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1960,1575814666.384376,3.819457610572438
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1970,1575814666.4033256,2.915610298454468
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1980,1575814666.4222748,4.123243761775823
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,1990,1575814666.4402273,3.5650948153462614
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,2000,1575814666.4591768,3.9860941724265766
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,2010,1575814666.4791234,3.5474086947651178
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,2020,1575814666.5000665,4.261748877857587
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,2030,1575814666.5180202,4.6674662785264704
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,2040,1575814666.5369685,3.262282790964878
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,2050,1575814666.5549207,6.5429274746785495
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,2060,1575814666.572872,4.310560473212308
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,2070,1575814666.591822,3.854475121036125
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,2080,1575814666.6107707,3.616009567472756
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,2090,1575814666.628723,6.14017711935807
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,2100,1575814666.6466749,5.235423535878065
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,2110,1575814666.6666214,3.502121936539857
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,2120,1575814666.6875663,4.185293013473335
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,2130,1575814666.7095082,4.574115564063279
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,2140,1575814666.7304506,4.30889013403282
meanfield,1575814662.5725708,tensor(3.),tensor(30.),tensor(0.4000),2.0,2150,1575814666.7484026,2.8739402431963916
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,0,1575814783.963671,157.4997886366439
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,10,1575814784.0644014,101.11573148548791
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,20,1575814784.1621401,31.969692460298454
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,30,1575814784.2578838,9.738426257104813
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,40,1575814784.3566206,6.036949719133827
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,50,1575814784.4513664,6.460775429732328
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,60,1575814784.5481079,6.119527822565988
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,70,1575814784.6438522,6.788759514898141
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,80,1575814784.7425873,6.680876313320788
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,90,1575814784.839329,5.3685798732887555
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,100,1575814784.9350727,5.9925494363463505
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,110,1575814785.0358036,4.403856881448791
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,120,1575814785.135537,5.927199583253506
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,130,1575814785.2312806,7.7519602209191145
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,140,1575814785.324033,4.963943775196778
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,150,1575814785.4207742,4.900565173462869
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,160,1575814785.5185125,2.338281882195963
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,170,1575814785.6182456,5.17760034407552
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,180,1575814785.7199736,5.700889646950638
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,190,1575814785.819707,5.789673710770976
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,200,1575814785.91944,6.814612118581868
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,210,1575814786.0241606,7.321410012477019
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,220,1575814786.125889,4.71812383238699
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,230,1575814786.2286134,4.6747476726896195
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,240,1575814786.3293447,4.975713998791075
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,250,1575814786.4290774,4.224578165720838
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,260,1575814786.5308056,3.9352634471410486
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,270,1575814786.6305385,5.3282765914454195
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,280,1575814786.7302718,3.79189314413998
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,290,1575814786.8310025,5.797754467433235
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,300,1575814786.9307356,6.320262029743515
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,310,1575814787.0354557,4.764185521082746
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,320,1575814787.135189,4.481175753747142
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,330,1575814787.2359197,5.63558522911055
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,340,1575814787.33665,3.9386591342973665
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,350,1575814787.4373806,5.102700944081498
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,360,1575814787.5381114,6.1237367359808275
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,370,1575814787.641834,6.870585874865332
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,380,1575814787.7465544,5.369593065702799
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,390,1575814787.8502765,5.465040567378971
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,400,1575814787.9530017,5.214207328566007
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,410,1575814788.058719,5.370170542948101
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,420,1575814788.1584525,5.112706423804671
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,430,1575814788.2561913,5.822304301525885
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,440,1575814788.3529327,5.793274591976958
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,450,1575814788.4536629,5.2547143750193595
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,460,1575814788.552399,5.178267559248035
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,470,1575814788.651135,4.295922379907552
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,480,1575814788.7488735,5.300397130607463
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,490,1575814788.8486068,7.411220266802224
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,500,1575814788.9483402,5.699798564507234
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,510,1575814789.050068,6.314258132674389
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,520,1575814789.1498015,4.2037746718624565
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,530,1575814789.2485373,5.023353199013896
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,540,1575814789.3492677,4.4131797094924154
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,550,1575814789.4480042,6.058228454534363
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,560,1575814789.5457428,5.090538062940482
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,570,1575814789.6434813,5.091085419143704
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,580,1575814789.7432148,6.030970404025576
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,590,1575814789.8409534,7.572989909281211
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,600,1575814789.9396892,5.552510133915071
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,610,1575814790.041417,6.2850927200946884
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,620,1575814790.1391551,4.7140282441849894
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,630,1575814790.2398865,6.317880680998869
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,640,1575814790.3386228,5.346456387151299
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,650,1575814790.4383552,4.9337211590925385
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,660,1575814790.5380888,5.894846130188288
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,670,1575814790.6368246,4.681366466715884
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,680,1575814790.7365575,4.591636964968409
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,690,1575814790.8332992,5.947199122193679
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,700,1575814790.929043,4.520335374911376
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,710,1575814791.0297737,6.064635510490468
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,720,1575814791.1285098,6.128050808384616
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,730,1575814791.2282426,5.163538868968097
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,740,1575814791.3269782,5.68154118785484
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,750,1575814791.428707,4.9341870912646355
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,760,1575814791.5274422,4.997178611056414
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,770,1575814791.6261785,5.909667347568568
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,780,1575814791.7239172,3.1885753076344407
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,790,1575814791.8226533,6.214578902302048
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,800,1575814791.9213893,6.131073969428669
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,810,1575814792.0460567,5.462366494139755
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,820,1575814792.148781,5.586546971727459
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,830,1575814792.24253,5.039327954701905
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,840,1575814792.337277,5.5049040390129615
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,850,1575814792.4330208,5.996636559081465
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,860,1575814792.5257728,4.504880782081017
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,870,1575814792.6225142,6.708890571874884
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,880,1575814792.7192552,4.304498888001788
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,890,1575814792.8149998,5.298829600048913
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,900,1575814792.9077508,3.5665849606263658
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,910,1575814793.006487,4.894769710858277
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,920,1575814793.1032286,4.310204073365627
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,930,1575814793.196978,6.9150147319828115
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,940,1575814793.2937188,4.754201774505031
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,950,1575814793.3884656,4.009387814434291
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,960,1575814793.4832122,5.982299590211831
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,970,1575814793.5769615,5.145777826989961
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,980,1575814793.6717079,5.4604444717126635
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,990,1575814793.7694468,6.443492267276638
laplace,1575814783.952701,tensor(7.),tensor(2.),tensor(0.4000),2.0,1000,1575814793.867185,5.8039560707530224
